company,school_1,alumnicount_1,school_2,alumnicount_2,school_3,alumnicount_3,school_4,alumnicount_4,school_5,alumnicount_5,school_6,alumnicount_6,school_7,alumnicount_7,school_8,alumnicount_8,school_9,alumnicount_9,school_10,alumnicount_10,school_11,alumnicount_11,school_12,alumnicount_12,school_13,alumnicount_13,school_14,alumnicount_14,school_15,alumnicount_15,id
Viatris,west virginia university,260.0,technological university dublin,187.0,savitribai phule pune university,101.0,andhra university,100.0,university of galway,89.0,dublin city university,82.0,university college dublin,82.0,cairo university,76.0,anadolu university,75.0,universite claude bernard lyon 1,70.0,penn state university,69.0,university college cork,66.0,jawaharlal nehru technological university,58.0,trinity college dublin,56.0,munster technological university,55.0,474
Vici Properties,georgetown university mcdonough school of business,2.0,amherst college,2.0,university of nevadalas vegas,2.0,unc kenanflagler business school,2.0,university of north carolina at chapel hill,2.0,georgetown university,2.0,archbishop alter high school,1.0,gonzaga university,1.0,universitatea politehnica din timisoara,1.0,new york university school of law,1.0,vanderbilt university law school,1.0,tulane university ab freeman school of business,1.0,usc gould school of law,1.0,rutgers university camden,1.0,yale university,1.0,475
Visa Inc.,national university of singapore,439.0,the university of texas at austin,313.0,university of california berkeley,288.0,san jose state university,208.0,stanford university,196.0,visvesvaraya technological university,191.0,university of mumbai,184.0,university of california berkeley haas school of business,174.0,birla institute of technology and science pilani,160.0,university of southern california,148.0,cornell university,146.0,the london school of economics and political science lse,143.0,insead,126.0,fgv fundacao getulio vargas,126.0,the wharton school,113.0,476
Vistra Corp.,university of north texas,74.0,texas am university,72.0,the university of texas at arlington,57.0,the university of texas at austin,53.0,the university of texas at dallas,44.0,southern methodist university,38.0,penn state university,32.0,texas tech university,29.0,tarleton state university,29.0,excelsior university,25.0,smu cox school of business,25.0,the university of toledo,25.0,dallas college,22.0,baylor university,15.0,collin college,14.0,477
Vulcan Materials Company,the university of alabama,83.0,university of alabama at birmingham,76.0,auburn university,72.0,virginia tech,49.0,university of tennessee knoxville,27.0,samford university,24.0,middle tennessee state university mtsu,23.0,university of phoenix,23.0,the university of texas at san antonio,18.0,jefferson state community college,17.0,texas am university,15.0,university of arizona,15.0,kennesaw state university,13.0,california state university chico,12.0,university of kentucky,11.0,478
W. R. Berkley Corporation,penn state university,10.0,nyu stern school of business,9.0,university of buenos aires,9.0,iowa state university,8.0,virginia tech,8.0,nanjing university,8.0,boston university,8.0,virginia commonwealth university,7.0,new york university,7.0,university of connecticut,7.0,fairfield university,6.0,university of illinois urbanachampaign,6.0,wayne state university,6.0,florida international university,6.0,drake university,5.0,479
W. W. Grainger,university of illinois urbanachampaign,279.0,university of phoenix,192.0,depaul university,187.0,northern illinois university,176.0,indiana university bloomington,135.0,university of wisconsinmadison,131.0,university of illinois chicago,126.0,illinois state university,124.0,universidad interamericana de panama,115.0,university of wisconsinwhitewater,108.0,universidad tecnologica de panama,93.0,indiana university kelley school of business,89.0,universidad latina de panama,84.0,loyola university chicago,80.0,michigan state university,78.0,480
Wabtec,penn state university,189.0,penn state erie the behrend college,171.0,gannon university,142.0,puc minas,141.0,visvesvaraya technological university,88.0,universidade federal de minas gerais,78.0,centro federal de educacao tecnologica de minas gerais,76.0,universidad autonoma de nuevo leon,73.0,university of pittsburgh,64.0,tecnologico de monterrey,62.0,politecnico di torino,59.0,birla institute of technology and science pilani,55.0,anna university chennai,53.0,centro universitario una,49.0,fgv fundacao getulio vargas,44.0,481
Walgreens Boots Alliance,university of illinois chicago,950.0,massachusetts college of pharmacy and health sciences,683.0,nottingham trent university,498.0,university of wisconsinmadison,459.0,university of florida,423.0,midwestern university,412.0,purdue university,412.0,university of illinois urbanachampaign,403.0,depaul university,367.0,northern illinois university,335.0,university of nottingham,322.0,de montfort university,272.0,loyola university chicago,225.0,universidad autonoma de nuevo leon,183.0,rutgers universitynew brunswick,180.0,482
Walmart,university of arkansas,3592.0,conestoga college,1272.0,tecnologico de monterrey,822.0,purdue university,646.0,jawaharlal nehru technological university,624.0,the university of texas at dallas,540.0,san jose state university,535.0,university of mumbai,523.0,cornell university,389.0,georgia institute of technology,354.0,visvesvaraya technological university,334.0,northeastern university,324.0,birla institute of technology and science pilani,293.0,vellore institute of technology,246.0,stanford university,225.0,483
Walt Disney Company (The),university of central florida,3785.0,california state university fullerton,2002.0,ucla,1493.0,university of southern california,1372.0,california state university long beach,1167.0,university of florida,1164.0,california state university northridge,909.0,new york university,795.0,florida state university,647.0,university of california berkeley,596.0,penn state university,548.0,university of mumbai,462.0,syracuse university,390.0,usc marshall school of business,247.0,ucla anderson school of management,228.0,484
Warner Bros. Discovery,new york university,530.0,university of southern california,433.0,ucla,402.0,california state university northridge,304.0,georgia state university,291.0,university of buenos aires,237.0,the university of georgia,230.0,tecnologico de monterrey,211.0,university of california berkeley,184.0,columbia university,177.0,boston university,168.0,syracuse university,162.0,university of michigan,136.0,northwestern university,134.0,cornell university,113.0,485
Waste Management,university of phoenix,224.0,southern new hampshire university,187.0,arizona state university,129.0,university of houston,112.0,purdue global,102.0,texas am university,84.0,the university of texas at austin,65.0,cornell university,65.0,devi ahilya vishwavidyalaya,63.0,penn state university,51.0,oregon state university,49.0,purdue university,44.0,delhi university,44.0,michigan state university,44.0,university of arizona,44.0,486
Waters Corporation,northeastern university,101.0,the university of manchester,97.0,worcester polytechnic institute,67.0,universitatea transilvania din brasov,65.0,university of massachusetts amherst,57.0,university of delaware,50.0,the manchester metropolitan university,49.0,university of massachusetts lowell,44.0,university of rhode island,43.0,waterford institute of technology,42.0,uc santa barbara,31.0,penn state university,29.0,university of liverpool,28.0,the university of salford,27.0,bryant university,27.0,487
WEC Energy Group,university of wisconsinmilwaukee,130.0,northeast wisconsin technical college,91.0,university of wisconsingreen bay,91.0,university of wisconsinmadison,87.0,marquette university,60.0,university of wisconsinwhitewater,54.0,university of illinois chicago,52.0,university of illinois urbanachampaign,48.0,university of wisconsinoshkosh,47.0,lakeland university,45.0,depaul university,39.0,university of wisconsinplatteville,38.0,st norbert college,31.0,university of wisconsinstevens point,25.0,devry university,25.0,488
Wells Fargo,university of north carolina at charlotte,2658.0,osmania university,1827.0,jawaharlal nehru technological university,1230.0,university of north carolina at chapel hill,1095.0,bangalore university,660.0,university of madras,653.0,andhra university,571.0,the institute of chartered accountants of india,507.0,kendriya vidyalaya,502.0,birla institute of technology and science pilani,468.0,cornell university,400.0,unc kenanflagler business school,378.0,delhi university,346.0,the wharton school,302.0,vellore institute of technology,237.0,489
Welltower,the university of toledo,54.0,bowling green state university,40.0,columbia business school,16.0,university of michigan,11.0,miami university,11.0,owens community college,10.0,florida atlantic university,9.0,university of michigan stephen m ross school of business,7.0,georgetown university,7.0,the ohio state university,6.0,lourdes university,6.0,kent state university,6.0,university of oklahoma,5.0,the university of texas at dallas,5.0,columbia university,5.0,490
West Pharmaceutical Services,technological university dublin,101.0,arizona state university,91.0,penn state university,76.0,waterford institute of technology,74.0,institute of technology sligo,49.0,griffith college dublin,47.0,pennsylvania college of technology,46.0,rwth aachen university,45.0,west chester university of pennsylvania,43.0,dublin city university,41.0,university of phoenix,40.0,university college dublin,39.0,drexel university,35.0,technological university of the shannon athlone campus,32.0,university college cork,26.0,491
Western Digital,san jose state university,450.0,uc irvine,222.0,university of california berkeley,198.0,universiti sains malaysia,173.0,visvesvaraya technological university,126.0,universiti teknologi malaysia,123.0,bengurion university of the negev,121.0,birla institute of technology and science pilani,113.0,california polytechnic state universitysan luis obispo,111.0,santa clara university,103.0,stanford university,102.0,university of southern california,96.0,ucla,89.0,university of california davis,88.0,uc san diego,87.0,492
Weyerhaeuser,university of washington,147.0,oregon state university,129.0,mississippi state university,82.0,nait northern alberta institute of technology,70.0,washington state university,66.0,louisiana tech university,56.0,western washington university,53.0,university of phoenix,43.0,central washington university,40.0,british columbia institute of technology,40.0,green river college,37.0,north carolina state university,35.0,university of alberta,35.0,auburn university,28.0,seattle university,28.0,493
Williams Companies,oklahoma state university,326.0,the university of tulsa,149.0,university of oklahoma,131.0,university of houston,125.0,texas am university,111.0,tulsa community college,86.0,northeastern state university,81.0,penn state university,62.0,university of utah,59.0,university of phoenix,51.0,west virginia university,46.0,the university of texas at austin,39.0,lackawanna college,38.0,university of central oklahoma,36.0,university of oklahoma price college of business,31.0,494
